Structure,Overall Confidence Score,Complex pLDDT,Complex ipLDDT,Ligand iPTM,Protein iPTM,Complex pDE,Complex ipDE,Protein (Chain A) pTM,Ligand (Chain L) pTM,Protein-Protein iPTM,Protein-Ligand iPTM,Ligand-Protein iPTM,Ligand-Ligand iPTM,Affinity (log10 IC50 µM),Binder Probability,Binder Probability (%)
structure_11,0.9454542398452759,0.9378591179847717,0.9660604596138,0.9758347272872925,0.0,0.333099365234375,0.3974999189376831,0.9342232346534729,0.9685265421867371,0.9342232346534729,0.7533353567123413,0.9758347272872925,0.9685265421867371,0.677568793296814,0.5396891832351685,53.968918323516846
structure_12,0.8560436367988586,0.8652539849281311,0.7214940190315247,0.8192022442817688,0.0,0.6167881488800049,1.8306024074554443,0.8989031314849854,0.9114453792572021,0.8989031314849854,0.4498423635959625,0.8192022442817688,0.9114453792572021,1.0489251613616943,0.4239756464958191,42.39756464958191
structure_13,0.8414110541343689,0.8365066647529602,0.6378424763679504,0.8610284924507141,0.0,0.5593664646148682,1.4292571544647217,0.9193859696388245,0.9103583097457886,0.9193859696388245,0.5444474816322327,0.8610284924507141,0.9103583097457886,0.45038333535194397,0.3894440531730652,38.94440531730652
structure_14,0.8473661541938782,0.830503523349762,0.6808133125305176,0.9148164987564087,0.0,0.46921423077583313,1.0064096450805664,0.9250000715255737,0.9222632050514221,0.9250000715255737,0.6445176601409912,0.9148164987564087,0.9222632050514221,0.7084639072418213,0.4314662218093872,43.14662218093872
structure_15,0.9487472772598267,0.9418742060661316,0.9604865908622742,0.9762395024299622,0.0,0.3355543911457062,0.4352346956729889,0.9240922331809998,0.9676401019096375,0.9240922331809998,0.739489734172821,0.9762395024299622,0.9676401019096375,0.634626030921936,0.5398204326629639,53.98204326629639
structure_16,0.9249716997146606,0.9141208529472351,0.9004453420639038,0.9683749079704285,0.0,0.4336109459400177,0.6851401925086975,0.8991663455963135,0.9595457315444946,0.8991663455963135,0.6811906099319458,0.9683749079704285,0.9595457315444946,0.366250216960907,0.4800136685371399,48.00136685371399
structure_17,0.9535183906555176,0.9465301632881165,0.9703421592712402,0.9814711213111877,0.0,0.3065516948699951,0.3600432276725769,0.9345405101776123,0.9772396087646484,0.9345405101776123,0.8002164959907532,0.9814711213111877,0.9772396087646484,-0.18951131403446198,0.7029455900192261,70.29455900192261
structure_18,0.9466762542724609,0.9376766085624695,0.9675155282020569,0.9826746582984924,0.0,0.3256385624408722,0.34278953075408936,0.9366570711135864,0.9781949520111084,0.9366570711135864,0.8038248419761658,0.9826746582984924,0.9781949520111084,-0.012206383049488068,0.7393914461135864,73.93914461135864
structure_19,0.9525265097618103,0.9478412866592407,0.9688313603401184,0.9712674617767334,0.0,0.35636159777641296,0.4471067190170288,0.9169235825538635,0.9658701419830322,0.9169235825538635,0.7360482811927795,0.9712674617767334,0.9658701419830322,0.388579785823822,0.5604020953178406,56.04020953178406
structure_20,0.9538171887397766,0.9490383267402649,0.9707441926002502,0.9729328155517578,0.0,0.34969663619995117,0.41114452481269836,0.9176823496818542,0.9690000414848328,0.9176823496818542,0.7574824690818787,0.9729328155517578,0.9690000414848328,-0.0213472880423069,0.686397910118103,68.6397910118103
