Structure,Overall Confidence Score,Complex pLDDT,Complex ipLDDT,Ligand iPTM,Protein iPTM,Complex pDE,Complex ipDE,Protein (Chain A) pTM,Ligand (Chain L) pTM,Protein-Protein iPTM,Protein-Ligand iPTM,Ligand-Protein iPTM,Ligand-Ligand iPTM,Affinity (log10 IC50 µM),Binder Probability,Binder Probability (%)
structure_1,0.947715699672699,0.9402629733085632,0.9657284021377563,0.9775263071060181,0.0,0.34564176201820374,0.4054090082645416,0.9174205660820007,0.9722225069999695,0.9174205660820007,0.7485981583595276,0.9775263071060181,0.9722225069999695,-0.3194817304611206,0.6577257513999939,65.77257513999939
structure_2,0.8901044130325317,0.8893404006958008,0.7599294185638428,0.8931601643562317,0.0,0.41791030764579773,0.9701744914054871,0.9325085282325745,0.8962976932525635,0.9325085282325745,0.5405309796333313,0.8931601643562317,0.8962976932525635,0.9730392694473267,0.39494508504867554,39.494508504867554
structure_3,0.8634916543960571,0.8503671288490295,0.58135586977005,0.9159895777702332,0.0,0.40018150210380554,0.8416358828544617,0.9362348318099976,0.9205009341239929,0.9362348318099976,0.5213019251823425,0.9159895777702332,0.9205009341239929,-0.2295278012752533,0.3091346323490143,30.913463234901428
structure_4,0.9521121382713318,0.9438313245773315,0.9723231792449951,0.9852350354194641,0.0,0.29295432567596436,0.3260839581489563,0.9557051658630371,0.9818962216377258,0.9557051658630371,0.8244279026985168,0.9852350354194641,0.9818962216377258,-0.4002164900302887,0.6861735582351685,68.61735582351685
structure_5,0.880488395690918,0.8816059827804565,0.7009785175323486,0.8760180473327637,0.0,0.4427396059036255,1.0953638553619385,0.9485169649124146,0.9067895412445068,0.9485169649124146,0.5561665296554565,0.8760180473327637,0.9067895412445068,0.3683964014053345,0.3838008940219879,38.38008940219879
structure_6,0.9308411478996277,0.9247962236404419,0.9162965416908264,0.95502108335495,0.0,0.3796769678592682,0.6522703766822815,0.938732385635376,0.9379304647445679,0.938732385635376,0.6096253991127014,0.95502108335495,0.9379304647445679,0.3203042447566986,0.29298871755599976,29.298871755599976
structure_7,0.9515386819839478,0.9444440007209778,0.9712179899215698,0.9799171686172485,0.0,0.34517374634742737,0.38627439737319946,0.9237284660339355,0.9738576412200928,0.9237284660339355,0.7652798295021057,0.9799171686172485,0.9738576412200928,-0.5377327799797058,0.6883857250213623,68.83857250213623
structure_8,0.9435705542564392,0.9364200830459595,0.9372671842575073,0.972172200679779,0.0,0.3680705726146698,0.5497474670410156,0.9332415461540222,0.9573569893836975,0.9332415461540222,0.6696648001670837,0.972172200679779,0.9573569893836975,0.3594474792480469,0.28793394565582275,28.793394565582275
structure_9,0.8822857141494751,0.8772101402282715,0.6535940766334534,0.9025876522064209,0.0,0.38794535398483276,0.8425267338752747,0.9415093660354614,0.9162707328796387,0.9415093660354614,0.5125531554222107,0.9025876522064209,0.9162707328796387,-0.2095220983028412,0.36332061886787415,36.332061886787415
structure_10,0.9447914361953735,0.9375558495521545,0.9439404606819153,0.9737334847450256,0.0,0.35309725999832153,0.49430349469184875,0.9457374215126038,0.957777202129364,0.9457374215126038,0.6803857684135437,0.9737334847450256,0.957777202129364,0.7460477352142334,0.29120177030563354,29.120177030563354
structure_11,0.9512378573417664,0.945426881313324,0.9707556962966919,0.9744818806648254,0.0,0.3499404788017273,0.42009276151657104,0.9124021530151367,0.962196946144104,0.9124021530151367,0.6989561319351196,0.9744818806648254,0.962196946144104,0.5709863901138306,0.43344342708587646,43.34434270858765
structure_12,0.8721960186958313,0.8921663165092468,0.7745476961135864,0.792314887046814,0.0,0.6209554672241211,1.8417112827301025,0.9102540612220764,0.8584479093551636,0.9102540612220764,0.4444129467010498,0.792314887046814,0.8584479093551636,0.2139190286397934,0.44613656401634216,44.613656401634216
structure_13,0.9544411897659302,0.9481233358383179,0.9688441157341003,0.9797124266624451,0.0,0.3137482702732086,0.37317928671836853,0.9436357617378235,0.9727857112884521,0.9436357617378235,0.763915479183197,0.9797124266624451,0.9727857112884521,-0.09658487141132355,0.5744420289993286,57.44420289993286
structure_14,0.871157169342041,0.8524807095527649,0.6894019246101379,0.945862889289856,0.0,0.3577263355255127,0.6968409419059753,0.9479935169219971,0.9444416165351868,0.9479935169219971,0.622601330280304,0.945862889289856,0.9444416165351868,0.56709885597229,0.27128082513809204,27.128082513809204
structure_15,0.86540287733078,0.8605712652206421,0.6255303621292114,0.8847293257713318,0.0,0.44148898124694824,1.2323756217956543,0.9409501552581787,0.9086968898773193,0.9409501552581787,0.481014221906662,0.8847293257713318,0.9086968898773193,-0.0799470916390419,0.3361626863479614,33.61626863479614
